Number	Poem	Page	ID	Position	Character	Pinyin	MC	OC	FQ	GY	Tone	Division	?	Final	Rhyme	Metrum I	Metrum II	Metrum III	Text	German	
79	?HU GUǏ {害+夫}簋	255-256	5f	47	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	C						
79	?HU GUǏ {害+夫}簋	255-256	6e	56	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	C	VIII	xxxxxxxxx	C			
79	?HU GUǏ {害+夫}簋	255-256	6j	61	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	B	IX	xxxxx	B			
79	?HU GUǏ {害+夫}簋	255-256	7g	68	降	jiàng	*kaewngH	*krūŋs	古巷	見絳	q	II	k	冬	X	X	xxxxxxx	X			
79	?HU GUǏ {害+夫}簋	255-256	8d	75	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	B	XI	xxxxxxx	B			
79	?HU GUǏ {害+夫}簋	255-256	8d	75	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B						
79	?HU GUǏ {害+夫}簋	255-256	9c	84	身	shēn	*syin	*hlin	失人	書真	p	III	k	真	B	XII	xxxxxxxxx	B			
79	?HU GUǏ {害+夫}簋	255-256	9i	90	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	c	XIII	xxxxxx	c			
79	?HU GUǏ {害+夫}簋	255-256	10d	96	猷	yóu	*yuw	*lu	以周	以尤	p	III	k	幽	C	XIV	xxxxxx	C			
79	?HU GUǏ {害+夫}簋	255-256	10h	100	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	B	XV	xxxx	B			
79	?HU GUǏ {害+夫}簋	255-256	11c	105	衤+卸										?	XVI	xxxxx	D			
79	?HU GUǏ {害+夫}簋	255-256	11c	105	禦	yù	*ngjoX	*ŋ(r)aʔ	魚巨	疑語	s	III	h	魚	D						
79	?HU GUǏ {害+夫}簋	255-256	11f	111	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	B	XVII	xxxxxx	B			
79	?HU GUǏ {害+夫}簋	255-256	12b	114	立	lì	*lip	*grə/up	立力	來緝	r	III	k	緝	X	XVIII	xxx	X			
79	?HU GUǏ {害+夫}簋	255-256	12b	114	位	wèi	*hwijH	*(w)rəps	于愧	云至	q	III	k	緝	x						
79	?HU GUǏ {害+夫}簋	255-256	12f	118	下	xià	*haeX	*grāʔ	胡雅	匣馬	s	II	k	魚	D	XIX	xxxx	D			
79	?HU GUǏ {害+夫}簋	255-256		(-124)																	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	1f	6	武	wǔ	*mjuX	*Np(r)aʔ	文甫	明麌	s	III	h	魚	A	I	xxxxxx	A	王肇遹眚（省）文、武 A 	"""Als König (Lì) erstmals gewissenhaft Grenzgebiete inspizierte, für die sich (die Könige) Wén und Wǔ abgemüht hatten,"	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	2a	9	土	tǔ	*thuX	*thāʔ	他魯	透姥	s	I	h	魚	A	II	xxx	A	堇（勤）彊（疆）土 A，		
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	3b	18	土	tǔ	*thuX	*thāʔ	他魯	透姥	s	I	h	魚	A	III	xxxxxxxxx	A	南或（國）𠬝{巛>囱>{幺+{人>人}+幺}}（子）敢臽（陷）虐我土 A。 	erdreisteten sich die Fúzǐ (‘Sklaven-Söhne’) aus den Südgebieten überzugreifen und Verwüstungen ） in unserem Territorium anzurichten. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	3g	24	至	zhì	*tsyijH	*tits	脂利	章至	q	III	k	質	X	IV	xxxxxx	X	王{亠>昌>羊}（敦）伐其至 X，	Der König führte mit massiven Druck Strafexpeditionen gegen ihre Vorstöße	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	4c	28	都	dū	*tu	*tā	當孤	端模	p	I	h	魚	A	V	xxxx	A	{菐+戈}（撲）伐氒（厥）都 A。  	und nahm im Gegenschlag ihre Hauptstadt ein. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	5d	36	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	B	VI	xxxxxxxx	B	𠬝{巛>囱>{幺+{人>人}+幺}}（子）迺（乃）遣閒來逆卲（紹）王 B。	Die Fúzǐ sandten daraufhin einen Friedensunterhändler, der dem zu sich entbietenden König entgegen kam. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	6e	42	見	xiàn	*henH	*ɦkēns	胡甸	匣霰	q	IV	k	仙	c	VII	xxxxxx	c			
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	7c	46	邦	bāng	*paewng	*prōŋ	博江	幫江	p	II	k	東	b	VIII	xxxx	b	南尸（夷）東尸（夷）具 見又六邦 B。 	Von den Südlichen Yí-Stämmen und Östlichen Yí-Stämmen erschienen insgesamt sechsundzwanzig Landesherren. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	8b	52	神	shén	*zyin	*mlin	食鄰	船真	p	III	k	真	C	IX	xxxxxx	C	隹（唯）皇上帝百神 c， 		
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	8e	56	小>子	-zǐ	*-tsiX	*-tsəʔ	即里	精止	s	III	k	之	X	X	xxxx	X	保余{小>子}（小子 X），	Es waren der erhabene Hochgott Dì und die hundert Geister, die mich, den Jüngling, beschützten. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	9e	62	競	jìng	*gjaengH	*graŋs	渠敬	群映	q	III	k	陽	B	XI	xxxxxx	B	朕猷又（有）成，亡（無）競 B！	Meine Pläne hatten Erfolg, das ist unstrittig! 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	10d	69	天	tiān	*then	*hlīn	他前	透先	p	IV	k	真	C	XII	xxxxxxx	C	我隹（唯）司（嗣）配皇天 C，	Wir werden damit fortfahren, uns dem erhabenen Himmel ebenbürtig zu verhalten. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	11d	75	鐘	zhōng	*tsyowng	*toŋ	職容	章鍾	p	III	h	東	D	XIII	xxxxxx	D	王對乍（作）宗周寶鐘 D 	Der König ließ in Erwiderung [dieser Gnade] für Stamm-Zhōu eine wertvolle zhōng-Glocke fertigen. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	11f	79	悤=	­cōng	*-tshuwng	*-tshōŋ	倉紅	精東	p	I	h	東	D	XIV	xxxx	D	倉=悤=D，	*tshāŋ-tshāŋ, tshōŋ-tshōŋ (dröhnend und tönend), 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	12a	83	雝=	-yōng	*-'jowng	*-ʔ(r)oŋ	於容	影鍾	p	III	h	東	D	XV	xxxx	D	{{山>火}+隹}（徵=）{{水>吕}+隹}=（雝=D），	*treŋ-treŋ ʔ(r)oŋ-ʔ(r)oŋ (glänzend und gleißend) [ist sie]. 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	13c	92	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	B	XVI	xxxxxxxxx	B	用卲（昭）各（格）不（丕）顯且（祖）考先=B 	Wir verwenden sie, um den illustren Vater selig und die früheren Könige zu illuminieren und sie herbeizurufen.	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	13g	98	上	shàng	*dzyangH	*daŋs	時亮	禪漾	q	III	k	陽	B	XVII	xxxxxxx	B	王=其嚴才（在）上 B， 	Mögen die früheren Könige ehrfurchtgebietend in der Höhe residieren,	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	14b	102	豐+攵=										?	XVIII	xxxx	D			
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	14b	102	豐	-fēng	*-phung	*-ph(r)oŋ	敷空	敷東	p	III	h	東	D				{刀>日>比>泉}={豐+攵}=D，	*phāk-phāk, ph(r)oŋ-ph(r)oŋ (in Hülle und Fülle) 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	14f	107	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	E	XIX	xxxxx	E	降余多福=E	vielfaches Glück zu mir herablassen,	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	15c	111	孫	sūn	*swon	*sūn	思渾	心魂	p	I	h	文	F	XX	xxxx	F	余{氵+乃}（仍）孫 F，	mich beglücken mit gehorsamen Enkeln	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	15g	115	琍	lí	*lij	*C-rəj	力脂	來脂	p	III	k	脂	X	XXI	xxxx	X	參（三）壽隹（唯）琍（利 X）！ 	und einem dreifach langen Leben als Gewinn!	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	15g	115	利	lì	*lijH	*C-rits	力至	來至	q	III	k	質	X						
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	16d	118	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	f	XXII	xxx	f	{害+夫}其萬年 f，	Myriaden von Jahren dem Hu, 	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	17c	122	或	huò	*hwok	*wə̄k	胡國	匣德	r	I	h	職	E	XXIII	xxxx	E	㽙（駿）保亖（四）或（國 E）！ 	"auf daß er noch lange die vier Staaten beschütze!"""	
80	ZŌNG ZHŌU ZHŌNG 宗周鐘	256-257	17c	122	國	guó	*kwok	*kʷə̄k	古或	見德	r	I	h	職	E						
81	GŌNGCHÉN GUǏ 公臣簋	260		(1-18)																	
81	GŌNGCHÉN GUǏ 公臣簋	260	4b	23	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxxxx	A			
81	GŌNGCHÉN GUǏ 公臣簋	260	5b	30	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	II	xxxxxxx	A			
81	GŌNGCHÉN GUǏ 公臣簋	260	5f	34	𣪘										?	III	xxxx	A			
81	GŌNGCHÉN GUǏ 公臣簋	260	5f	34	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
81	GŌNGCHÉN GUǏ 公臣簋	260	6h	43	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	IV	xxxxxxx	A			
82	SHŪ BĀNGFÙ FǓ 叔邦父簠	261	2d	9	行	xíng	*haeng	*grāŋ	戶庚	匣庚	p	II	k	陽	A	I	xxxxxxxxx 	A	弔（叔）邦父乍（作）{匚+夫}（簠）。用征用行 A，	"""[Ich,] Shū, der Vater Bāng, ließ ein fǔ-Gefäß fertigen. Verwendet es auf Strafexpeditionen und Reisen, "	
82	SHŪ BĀNGFÙ FǓ 叔邦父簠	261	3c	13	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	A	II	xxxx	A	用從君王 A。	verwendet es, um Herrschern und Königen zu folgen! 	
82	SHŪ BĀNGFÙ FǓ 叔邦父簠	261	3e	17	孫=	-sūn	*-swon	*-sūn	思渾	心魂	p	I	h	文	X	III	xxxxxxxxx	A	子=孫=X		
82	SHŪ BĀNGFÙ FǓ 叔邦父簠	261	4e	22	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A				其萬年無【疆 A】！	"Mögen Kindeskindern und Enkelsenkeln Myriaden von Jahren ohne [Beschränkung] beschieden sein!"""	
82	SHŪ BĀNGFÙ FǓ 叔邦父簠	261	4e	22	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A						
83	SÒNG DǏNG 頌鼎	262		(1-82)																	
83	SÒNG DǏNG 頌鼎	262	9f	86	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxxx	A			
83	SÒNG DǏNG 頌鼎	262	10b	92	出	chū	*tsyhwit	*thut	赤律	昌術	r	III	h	物	α	II	xxxxxx	a			
83	SÒNG DǏNG 頌鼎	262	10e	95	章	zhāng	*tsyang	*taŋ	諸良	章陽	p	III	k	陽	X	III	xxx	X			
83	SÒNG DǏNG 頌鼎	262	10e	95	璋	zhāng	*tsyang	*taŋ	諸良	章陽	p	III	k	陽	X						
83	SÒNG DǏNG 頌鼎	262	11f	105	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	IV	xxxxxxxxxx	A			
83	SÒNG DǏNG 頌鼎	262	12j	119	鼎	dǐng	*tengX	*tēŋʔ	都挺	端迥	s	IV	k	耕	X	V	xxxxxxxxxxxxxx	X			
83	SÒNG DǏNG 頌鼎	262	13c	122	孝	xiào	*xaewH	*xrūs	呼教	曉效	q	II	k	幽	A	VI	xxx	A			
83	SÒNG DǏNG 頌鼎	262	13i	128	右	yòu	*hjuwH	*wəʔ(s)	于救	云有	s	III	k	之	a	VII	xxxxxx	a			
83	SÒNG DǏNG 頌鼎	262	13i	128	祐	yòu	*hjuwH	*wə(k)s	于救	云宥	q	III	k	之	a						
83	SÒNG DǏNG 頌鼎	262	14b	132	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	X	VIII	xxxx	X			
83	SÒNG DǏNG 頌鼎	262	14i	138	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	IX	xxxxxx	A			
83	SÒNG DǏNG 頌鼎	262	15d	142	子	zǐ	*tsiX	*tsəʔ	即里	精止	s	III	k	之	a	X	xxxx	a			
83	SÒNG DǏNG 頌鼎	262	15f	144	冬	dōng	*towng	*tūŋ	都宗	端冬	p	I	h	冬	B	XI	xx	B			
83	SÒNG DǏNG 頌鼎	262	15f	144	終	zhōng	*tsyuwng	*tuŋ	職戎	章冬	p	III	h	冬	B						
83	SÒNG DǏNG 頌鼎	262	15j	150	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	b	XII	xxxxxx	b			
84	XÍJIǍ PÁN 兮甲盤	263		(1-119)																	
84	XÍJIǍ PÁN 兮甲盤	263	13d	126	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A	I	xxxxxxx	A			
84	XÍJIǍ PÁN 兮甲盤	263	13d	126	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	A						
84	XÍJIǍ PÁN 兮甲盤	263	13i	133	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	a	II	xxxxxxx	a			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264		(1-18)																	
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	2h	22	白	bái	*baek	*brāk	傍陌	並陌	r	II	k	鐸	A	I	xxxx	A			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	2m	27	工	gōng	*kuwng	*kōŋ	古紅	見東	p	I	h	東	b	II	xxxxx	b			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	2m	27	功	gōng	*kuwng	*kōŋ	古紅	見東	p	I	h	東	b						
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	3d	31	方	fāng	*pjang	*paŋ	府良	非陽	p	III	h	陽	B	III	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	3h	35	{十>艹>大>十}+允										?	IV	xxxx	X			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	3h	35	狁	yǔn	*ywinX	*lun	余準	以準	s	III	h	文	X						
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	3l	39	陽	yáng	*yang	*laŋ	與章	以陽	p	III	k	陽	B	V	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	4b	43	五>白	-bǎi	*-paek	*-prāk	傍陌	並陌	r	II	k	鐸	A	VI	xxxx	A			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	4f	47	五>十	­shí	*-dʑip	*-gǐp	是執	禪緝	r	III	k	緝	X	VII	xxxx	X			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	4j	51	行	háng	*hang	*gāŋ	戶郎	匣唐	p	I	k	陽	B	VIII	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	5m	55	白	bái	*baek	*brāk	傍陌	並陌	r	II	k	鐸	A	IX	xxxx	A			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	5c	59	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	B	X	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	5h	65	義	yì	*ngjeH	*ŋ(r)ajs	宜寄	疑寘	q	III	k	歌	X	XI	xxxxxx	X			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	6a	71	广+射	xiè	*zjaeH	*zlēks	辝夜	邪禡	q	III	k	鐸	A	XII	xxxxxx	A			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	6a	71	榭	xiè	*zjaeH	*zlēks	辝夜	邪禡	q	III	k	鐸	A						
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	6c	73	卿	qīng	*khjaeng	*khraŋ	去京	溪庚	p	III	k	陽	B	XIII	xx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	6c	73	饗	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	6g	77	父	fù	*bjuX	*b(r)aʔ	扶雨	奉麌	s	III	h	魚	A	XIV	xxxx	a			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	6k	81	光	guāng	*kwang	*kʷāŋ	古黃	見唐	p	I	h	陽	B	XV	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	7b	85	馬	mǎ	*maeX	*mrāʔ	莫下	明馬	s	II	k	魚	A	XVI	xxxx	a			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	7f	89	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	B	XVII	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	7i	92	弓	gōng	*kjuwng	*kʷəŋ	居戎	見東	p	III	h	蒸	B	XVIII	xxx	b			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	7m	96	央	yāng	*'jang	*ʔaŋ	於良	影陽	p	III	k	陽	B	XIX	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	8c	99	鉞	yuè	*hjwot	*wat	王伐	云月	r	III	h	月	X	XX	xxx	X			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	8g	103	方	fāng	*pjang	*paŋ	府良	非陽	p	III	h	陽	B	XXI	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	8i	107	孫	sūn	*swon	*sūn	思渾	心魂	p	I	h	文	X	XXII	xxxx	X			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	8m	111	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	XXIII	xxxx	B			
85	GUÓJÌ ZǏBÁI PÁN 虢季子白盤	263-264	8m	111	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265		(1-114)																	
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	10h	120	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	I	xxxxxx	A			
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	11h	131	𣪘										?	II	xxxxxxxxxxx	A			
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	11h	131	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	12b	135	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	a	III	xxxx	a			
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	12f	139	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B	IV	xxxx	B			
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	12f	139	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	B						
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	13b	143	冬	dōng	*towng	*tūŋ	都宗	端冬	p	I	h	冬	b	V	xxxx	b			
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	13b	143	終	zhōng	*tsyuwng	*tuŋ	職戎	章冬	p	III	h	冬	b						
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	13i	152	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B	VI	xxxxxxxxx	B			
86	BÙ?QI GUǏ(GÀI) 不{{其+丮}>女}簋（蓋）	265	13i	152	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	B						
87	ZŌNG FÙ DǏNG 宗婦鼎	266		(1-17)															王子剌（烈）公之宗{昔+阝}婦{{甹+兄}>女}（娉）為宗彝{將>鼎}彝。	"""[Ich,] Die (Stammhalterin ) Hauptgattin des Prinzen, Herzog Liè, [eine geborene] Píng von Xí stifte dem [Ahnentempel der] Stammeslinie ein Präsentationsopfer-Gefäß. "	
87	ZŌNG FÙ DǏNG 宗婦鼎	266	5a	21	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	A	I	xxxx	A	永寶用，以降大福 A，	Mögt ihr es ewiglich wertschätzen und verwenden, damit [der Himmel] großes Glück herablasse, 	
87	ZŌNG FÙ DǏNG 宗婦鼎	266	5e	25	國	guó	*kwok	*kʷə̄k	古或	見德	r	I	h	職	A	II	xxxx	A	寶（保）{昔+阝}國 A！	"das Land Xí beschütze und in Zucht nehme!"""	
88	MÁO GŌNG DǏNG 毛公鼎	270-272		(1-3)																	
88	MÁO GŌNG DǏNG 毛公鼎	270-272	1i	9	武	wǔ	*mjuX	*Np(r)aʔ	文甫	明麌	s	III	h	魚	X	I	xxxxxxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	2c	15	德	dé	*tok	*tə̄k	多則	端德	r	I	k	職	A	II	xxxxxx	A			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	2g	19	周	zhōu	*tsyuw	*tiw	職流	章尤	p	III	k	幽	a	III	xxxx	a			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	2k	23	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B	IV	xxxx	B			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	3c	28	方	fāng	*pjang	*paŋ	府良	非陽	p	III	h	陽	C	V	xxxxx	C			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	3k	36	光	guāng	*kwang	*kʷāŋ	古黃	見唐	p	I	h	陽	C	VI	xxxxxxxx	C			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	4c	42	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B	VII	xxxxxx	B			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	4k	50	辟	bì	*pjek	*pek	必益	幫昔	r	III	k	錫	X	VIII	xxxxxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	4o	54	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B	IX	xxxx	B			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	5e	59	日>矢										?	X	xxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	5e	59	斁	yì	*yek	*ljAk	羊益	以昔	r	III	k	鐸	X						
88	MÁO GŌNG DǏNG 毛公鼎	270-272	5j	64	周	zhōu	*tsyuw	*tiw	職流	章尤	p	III	k	幽	X	XI	xxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	5p	70	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	B	XII	xxxxxx	B			
88	MÁO GŌNG DǏNG 毛公鼎	270-272		(71-84)																	
88	MÁO GŌNG DǏNG 毛公鼎	270-272	6q	88	方	fāng	*pjang	*paŋ	府良	非陽	p	III	h	陽	D	XIII	xxxx	D			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	7c	92	靜	jìng	*dzjengX	*dzeŋʔ	疾郢	從靜	s	III	k	耕	d	XIV	xxxx	d			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	7m	102	囏										?	XV	xxxxxxxxxx 	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	7m	102	艱	jiān	*kean	*krə̄n	古閑	見山	p	II	k	文	X						
88	MÁO GŌNG DǏNG 毛公鼎	270-272	8a	106	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	D	XVI	xxxx	D			[...]
88	MÁO GŌNG DǏNG 毛公鼎	270-272		(107-108)																	
88	MÁO GŌNG DǏNG 毛公鼎	270-272	8m	118	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	E	XVII	xxxxxxxxxx	E			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	9d	127	外	wài	*ngwajH	*ŋwāts	五會	疑泰	q	I	h	廢	X	XVIII	xxxxxxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	9i	132	政	zhèng	*tsjengH	*teŋs	之盛	章勁	q	III	k	耕	e	XIX	xxxxx	e			[...]
88	MÁO GŌNG DǏNG 毛公鼎	270-272	9p	141	否	pǐ	*bijX	*b(r)əʔ	符鄙	並旨	s	III	k	之	X	XX	xxxxxxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	10f	147	童	tóng	*duwng	*dōŋ	徒紅	定東	p	I	h	東	X	XXI	xxxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	10k	152	立	lì	*lip	*grə/up	立力	來緝	r	III	k	緝	x	XXII	xxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	10k	152	位	wèi	*hwijH	*(w)rəps	于愧	云至	q	III	k	隶	X						
88	MÁO GŌNG DǏNG 毛公鼎	270-272	10o	156	{知+于}>日										?	XXIII	xxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	10o	156	智	zhì	*trjeH	*tres	知義	知寘	q	III	k	佳	X						
88	MÁO GŌNG DǏNG 毛公鼎	270-272	11d	161	{木>彐>冖>女}+耳										?	XXIV	xxxxx	X			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	11d	161	聞	wèn	*mjunH	*muns	亡運	明聞	q	III	h	文	X						
88	MÁO GŌNG DǏNG 毛公鼎	270-272	11i	166	寧	níng	*neng	*nēŋ	奴丁	泥清	p	IV	k	耕	F	XXV	xxxxx	F			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	11p	173	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	f	XXVI	xxxxxxx	f			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	12f	179	猷	yóu	*yuw	*lu	以周	以尤	p	III	k	幽	G	[...]    XXVII	xxxxxx	G			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	12o	188	德	dé	*tok	*tə̄k	多則	端德	r	I	k	職	g	XXVIII	xxxxxxxxx	g			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	13d	193	天	tiān	*then	*hlīn	他前	透先	p	IV	k	真	H	XXIX	xxxxx	H			
88	MÁO GŌNG DǏNG 毛公鼎	270-272	13h	197	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	H	XXX	xxxx	H			
