ID	POEM_NUMBER	POEM_NAME	STANZA	LINE_IN_SOURCE	LINE	RHYME	RHYMEWORD	RECONSTRUCTION	COMMENT
5968	255	蕩	6	1	覃及鬼b[piuang]方 。（阳部）	覃及鬼方	鬼	b	piuang	阳部
5969	255	蕩	7	0	文王曰咨	文王曰咨				
5970	255	蕩	7	1	咨女殷A[sjiang]商。	咨女殷商	殷	A	sjiang	
5971	255	蕩	7	0	匪上帝不b[zjiə]時	匪上帝不時	不	b	zjiə	
5972	255	蕩	7	1	殷不用b[giuə]舊。（之部）	殷不用舊	用	b	giuə	之部
5973	255	蕩	7	0	雖無老成人	雖無老成人				
5974	255	蕩	7	1	尚有典c[hyeng]刑。	尚有典刑	典	c	hyeng	
5975	255	蕩	7	0	曾是莫c[thyeng]聽	曾是莫聽	莫	c	thyeng	
5976	255	蕩	7	1	大命以c[khiueng]傾 。（耕部）	大命以傾	以	c	khiueng	耕部
5977	255	蕩	8	0	文王曰咨	文王曰咨				
5978	255	蕩	8	1	咨女殷A[sjiang]商。	咨女殷商	殷	A	sjiang	
5979	255	蕩	8	0	人亦有言	人亦有言				
5980	255	蕩	8	1	顛沛之b[kiat]揭。	顛沛之揭	之	b	kiat	
5981	255	蕩	8	0	枝葉未有b[hat]害	枝葉未有害	有	b	hat	
5982	255	蕩	8	1	本實先b[puat]撥。	本實先撥	先	b	puat	
5983	255	蕩	8	0	殷鑒不遠	殷鑒不遠				
5984	255	蕩	8	1	在夏后之b[sjiat]世 。（月部）	在夏后之世	之	b	sjiat	月部
5985	256	抑	1	0	抑抑威儀	抑抑威儀				
5986	256	抑	1	1	維德之a[ngio]隅。	維德之隅	之	a	ngio	
5987	256	抑	1	0	人亦有言	人亦有言				
5988	256	抑	1	1	靡哲不a[ngio]愚。（侯部）	靡哲不愚	不	a	ngio	侯部
5989	256	抑	1	0	庶人之愚	庶人之愚				
5990	256	抑	1	1	亦職維b[dziet]疾。	亦職維疾	維	b	dziet	
5991	256	抑	1	0	哲人之愚	哲人之愚				
5992	256	抑	1	1	亦維斯b[lyet]戾。（质部）	亦維斯戾	斯	b	lyet	质部
5993	256	抑	2	0	無競維人	無競維人				
5994	256	抑	2	1	四方其a[xiuən]訓之。	四方其訓之	其	a	xiuən	
5995	256	抑	2	0	有覺德行	有覺德行				
5996	256	抑	2	1	四國a[djiuən]順之。（文部）	四國順之	國	a	djiuən	文部
5997	256	抑	2	0	訏謨定命	訏謨定命				
5998	256	抑	2	1	遠猶辰b[kuk]告。	遠猶辰告	辰	b	kuk	
5999	256	抑	2	0	敬慎威儀	敬慎威儀				
6000	256	抑	2	1	維民之b[tzək]則。（觉职合韵）	維民之則	之	b	tzək	觉职合韵
6001	256	抑	3	0	其在于今	其在于今				
6002	256	抑	3	1	興迷亂于a[tjieng]政。	興迷亂于政	于	a	tjieng	
6003	256	抑	3	0	顛覆厥德	顛覆厥德				
6004	256	抑	3	1	荒湛于b[tziu]酒。	荒湛于酒	于	b	tziu	
6005	256	抑	3	0	女雖湛樂從	女雖湛樂從				
6006	256	抑	3	1	弗念厥b[zjiô]紹。（幽宵合韵）	弗念厥紹	厥	b	zjiô	幽宵合韵
6007	256	抑	3	0	罔敷求先王	罔敷求先王				
6008	256	抑	3	1	克共明a[hyeng]刑 。（耕部）	克共明刑	明	a	hyeng	耕部
6009	256	抑	4	0	肆皇天弗a[zjiang]尚	肆皇天弗尚	弗	a	zjiang	
6010	256	抑	4	1	如彼泉流	如彼泉流				
6011	256	抑	4	2	無淪胥以a[miuang]亡。（阳部）	無淪胥以亡	以	a	miuang	阳部
6012	256	抑	4	0	夙興夜b[muət]寐	夙興夜寐	夜	b	muət	
6013	256	抑	4	1	洒掃廷b[nuət]內	洒掃廷內	廷	b	nuət	
6014	256	抑	4	2	（物部）					物部
6015	256	抑	4	0	維民之c[tjiang]章。	維民之章	之	c	tjiang	
6016	256	抑	4	0	脩爾車馬	脩爾車馬				
6017	256	抑	4	1	弓矢戎c[pyang]兵。	弓矢戎兵	戎	c	pyang	
6018	256	抑	4	0	用戒戎作	用戒戎作				
6019	256	抑	4	1	用逖蠻c[piuang]方 。（阳部）	用逖蠻方	蠻	c	piuang	阳部
6020	256	抑	5	0	質爾人民	質爾人民				
6021	256	抑	5	1	謹爾侯a[dak]度	謹爾侯度	侯	a	dak	
6022	256	抑	5	2	用戒不a[ngiua]虞。（铎鱼通韵）	用戒不虞	不	a	ngiua	铎鱼通韵
6023	256	抑	5	0	慎爾出話	慎爾出話				
6024	256	抑	5	1	敬爾威b[ngiai]儀	敬爾威儀	威	b	ngiai	
6025	256	抑	5	2	無不柔b[keai]嘉。	無不柔嘉	柔	b	keai	
6026	256	抑	5	0	白圭之玷	白圭之玷				
6027	256	抑	5	1	尚可b[mai]磨也。	尚可磨也	可	b	mai	
6028	256	抑	5	0	斯言之玷	斯言之玷				
6029	256	抑	5	1	不可b[hiuai]為也 。（歌部）	不可為也	可	b	hiuai	歌部
6030	256	抑	6	0	無易由言	無易由言				
6031	256	抑	6	1	無日苟矣。	無日苟矣				
6032	256	抑	6	0	莫捫朕a[djiat]舌	莫捫朕舌	朕	a	djiat	
6033	256	抑	6	1	言不可a[zjiat]逝矣。（月部）	言不可逝矣	可	a	zjiat	月部
6034	256	抑	6	0	無言不b[zjiu]讎	無言不讎	不	b	zjiu	
6035	256	抑	6	1	無德不b[pu]報。（幽部）	無德不報	不	b	pu	幽部
6036	256	抑	6	0	惠于朋c[hiuə]友	惠于朋友	朋	c	hiuə	
6037	256	抑	6	1	庶民小c[tziə]子	庶民小子	小	c	tziə	
6038	256	抑	6	2	（之部）					之部
6039	256	抑	6	0	子孫繩d[djiəng]繩	子孫繩繩	繩	d	djiəng	
6040	256	抑	6	1	萬民靡不d[zjiəng]承。（蒸部）	萬民靡不承	不	d	zjiəng	蒸部
6041	256	抑	7	0	視爾友君子	視爾友君子				
6042	256	抑	7	1	輯柔爾a[ngean]顏	輯柔爾顏	爾	a	ngean	
6043	256	抑	7	2	不遐有a[khian]愆。（元部）	不遐有愆	有	a	khian	元部
6044	256	抑	7	0	相在爾室	相在爾室				
6045	256	抑	7	1	尚不媿于屋b[lo]漏。	尚不媿于屋漏	屋	b	lo	
6046	256	抑	7	0	無曰不顯	無曰不顯				
6047	256	抑	7	1	莫予云b[ko]覯。（侯部）	莫予云覯	云	b	ko	侯部
6048	256	抑	7	0	神之c[keak]格思	神之格思	之	c	keak	
6049	256	抑	7	1	不可c[dak]度思	不可度思	可	c	dak	
6050	256	抑	7	2	矧可c[jyak]射思。（铎部）	矧可射思	可	c	jyak	铎部
6051	256	抑	8	0	辟爾為德	辟爾為德				
6052	256	抑	8	1	俾藏俾a[keai]嘉。	俾藏俾嘉	俾	a	keai	
6053	256	抑	8	0	淑慎爾止	淑慎爾止				
6054	256	抑	8	1	不愆于a[ngiai]儀。（歌部）	不愆于儀	于	a	ngiai	歌部
6055	256	抑	8	0	不僭不b[dzək]賊	不僭不賊	不	b	dzək	
6056	256	抑	8	1	鮮不為b[tzək]則。（职部）	鮮不為則	為	b	tzək	职部
6057	256	抑	8	0	投我以桃	投我以桃				
6058	256	抑	8	1	報之以c[liə]李。	報之以李	以	c	liə	
6059	256	抑	8	0	彼童而角	彼童而角				
6060	256	抑	8	1	實虹小c[tziə]子。（之部）	實虹小子	小	c	tziə	之部
6061	256	抑	9	0	荏染柔木	荏染柔木				
6062	256	抑	9	1	言緡之a[siə]絲。	言緡之絲	之	a	siə	
6063	256	抑	9	0	溫溫恭人	溫溫恭人				
6064	256	抑	9	1	維德之a[kiə]基。（之部）	維德之基	之	a	kiə	之部
6065	256	抑	9	0	其維哲人	其維哲人				
6066	256	抑	9	1	告之話b[ngian]言	告之話言	話	b	ngian	
6067	256	抑	9	2	順德之b[heang]行。（元阳合韵）	順德之行	之	b	heang	元阳合韵
6068	256	抑	9	0	其維愚人	其維愚人				
6069	256	抑	9	1	覆謂我c[tzyəm]僭。	覆謂我僭	我	c	tzyəm	
6070	256	抑	9	0	民各有c[siəm]心。（侵部）	民各有心	有	c	siəm	侵部
6071	256	抑	10	0	於乎小a[tziə]子	於乎小子	小	a	tziə	
6072	256	抑	10	1	未知藏a[piə]否。	未知藏否	藏	a	piə	
6073	256	抑	10	0	匪手攜之	匪手攜之				
6074	256	抑	10	1	言示之a[dzhiə]事。	言示之事	之	a	dzhiə	
6075	256	抑	10	0	匪面命之	匪面命之				
6076	256	抑	10	1	言提其a[njiə]耳。	言提其耳	其	a	njiə	
6077	256	抑	10	0	借日未知	借日未知				
6078	256	抑	10	1	亦既抱a[tziə]子。（之部）	亦既抱子	抱	a	tziə	之部
6079	256	抑	10	0	民之靡b[jieng]盈	民之靡盈	靡	b	jieng	
6080	256	抑	10	1	誰夙知而莫b[zjieng]成。（耕部）	誰夙知而莫成	莫	b	zjieng	耕部
6081	256	抑	11	0	昊天孔a[tjiô]昭	昊天孔昭	孔	a	tjiô	
6082	256	抑	11	1	我生靡a[lôk]樂6。	我生靡樂	靡	a	lôk	
6083	256	抑	11	0	視爾夢夢	視爾夢夢				
6084	256	抑	11	1	我心慘[tsô]慘。	我心慘慘	???	慘	tsô	
6085	256	抑	11	0	誨爾諄諄	誨爾諄諄				
6086	256	抑	11	1	聽我藐a[meôk]藐。	聽我藐藐	藐	a	meôk	
6087	256	抑	11	0	匪用為a[keô]教	匪用為教	為	a	keô	
6088	256	抑	11	1	覆用為a[ngôk]虐。	覆用為虐	為	a	ngôk	
6089	256	抑	11	0	借日未知	借日未知				
6090	256	抑	11	1	亦聿既a[mô]耄。（宵药合韵）	亦聿既耄	既	a	mô	宵药合韵
6091	256	抑	12	0	於乎小a[tziə]子	於乎小子	小	a	tziə	
6092	256	抑	12	1	告爾舊a[tjiə]止。	告爾舊止	舊	a	tjiə	
6093	256	抑	12	0	聽用我謀	聽用我謀				
6094	256	抑	12	1	庶無大a[xuə]悔。（之部）	庶無大悔	大	a	xuə	之部
6095	256	抑	12	0	天方艱b[nan]難	天方艱難	艱	b	nan	
6096	256	抑	12	1	日喪厥c[kuək]國。（b= 元部）	日喪厥國	厥	c	kuək	b=元部
6097	256	抑	12	0	取譬不b[hiuan]遠	取譬不遠	不	b	hiuan	
6098	256	抑	12	1	昊天不c[thək]忒。	昊天不忒	不	c	thək	
6099	256	抑	12	0	回遹其c[tək]德	回遹其德	其	c	tək	
6100	256	抑	12	1	俾民大c[kiək]棘。（职部）	俾民大棘	大	c	kiək	职部
6101	257	桑柔	1	0	菀彼桑a[njiu]柔	菀彼桑柔	桑	a	njiu	
6102	257	桑柔	1	1	其下侯b[ziuen]旬。	其下侯旬	侯	b	ziuen	
6103	257	桑柔	1	0	捋采其a[liu]劉	捋采其劉	其	a	liu	
6104	257	桑柔	1	1	瘼此下b[mien]民。	瘼此下民	下	b	mien	
6105	257	桑柔	1	0	不殄心a[iu]憂	不殄心憂	心	a	iu	
6106	257	桑柔	1	1	倉兄b[dyen]填兮。（a= 幽部）	倉兄填兮	兄	b	dyen	a=幽部
6107	257	桑柔	1	0	倬彼昊b[thyen]天	倬彼昊天	昊	b	thyen	
6108	257	桑柔	1	1	寧不我b[kien]矜。（真部）	寧不我矜	我	b	kien	真部
6109	257	桑柔	2	0	四牡騤a[giuei]騤	四牡騤騤	騤	a	giuei	
6110	257	桑柔	2	1	旟旐有b[phyen]翩。	旟旐有翩	有	b	phyen	
6111	257	桑柔	2	0	亂生不a[jiei]夷	亂生不夷	不	a	jiei	
6112	257	桑柔	2	1	靡國不b[mien]泯。	靡國不泯	不	b	mien	
6113	257	桑柔	2	0	民靡有a[lyei]黎	民靡有黎	有	a	lyei	
6114	257	桑柔	2	1	具禍以b[zien]燼。（a= 脂微合韵）	具禍以燼	以	b	zien	a=脂微合韵
6115	257	桑柔	2	0	於乎有a[əi]哀	於乎有哀	有	a	əi	
6116	257	桑柔	2	1	國步斯b[bien]頻。（真部）	國步斯頻	斯	b	bien	真部
6117	257	桑柔	3	0	國步蔑資	國步蔑資				
6118	257	桑柔	3	1	天不我a[tziang]將。	天不我將	我	a	tziang	
6119	257	桑柔	3	0	靡所止疑	靡所止疑				
6120	257	桑柔	3	1	云徂何a[hiuang]往。	云徂何往	何	a	hiuang	
6121	257	桑柔	3	0	君子實b[jiuəi]維	君子實維	實	b	jiuəi	
6122	257	桑柔	3	1	秉心無a[gyang]競。（a= 阳部）	秉心無競	無	a	gyang	a=阳部
6123	257	桑柔	3	0	誰生厲b[kei]階	誰生厲階	厲	b	kei	
6124	257	桑柔	3	1	至今為a[keang]梗。（b= 脂微合韵）	至今為梗	為	a	keang	b=脂微合韵
6125	257	桑柔	4	0	憂心慇a[iən]慇	憂心慇慇	慇	a	iən	
6126	257	桑柔	4	1	念我土b[hiua]宇。	念我土宇	土	b	hiua	
6127	257	桑柔	4	0	我生不a[zjiən]辰	我生不辰	不	a	zjiən	
6128	257	桑柔	4	1	逢天僤b[na]怒。	逢天僤怒	僤	b	na	
6129	257	桑柔	4	0	自東徂[syən]西7	自東徂西	???	徂	syən	
6130	257	桑柔	4	1	靡所定b[thjia]處。（a= 文部）	靡所定處	定	b	thjia	a=文部
6131	257	桑柔	4	0	多我覯a[miən]痻	多我覯痻	覯	a	miən	
6132	257	桑柔	4	1	孔棘我b[ngia]圉。（b= 鱼部）	孔棘我圉	我	b	ngia	b=鱼部
6133	257	桑柔	5	0	為謀為a[piet]毖	為謀為毖	為	a	piet	
6134	257	桑柔	5	1	亂況斯b[siôk]削。	亂況斯削	斯	b	siôk	
6135	257	桑柔	5	0	告爾憂a[siuet]恤	告爾憂恤	憂	a	siuet	
6136	257	桑柔	5	1	誨爾序b[tsiôk]爵。	誨爾序爵	序	b	tsiôk	
6137	257	桑柔	5	0	誰能執a[njiat]熱	誰能執熱	執	a	njiat	
6138	257	桑柔	5	1	逝不以b[deôk]濯。（a= 质月合韵）	逝不以濯	以	b	deôk	a=质月合韵
6139	257	桑柔	5	0	其何能淑	其何能淑				
6140	257	桑柔	5	1	載胥及b[nyôk]溺。（药部）	載胥及溺	及	b	nyôk	药部
6141	257	桑柔	6	0	如彼溯a[piuəm]風	如彼溯風	溯	a	piuəm	
6142	257	桑柔	6	1	亦孔之b[ət]僾。（a= 侵部）	亦孔之僾	之	b	ət	a=侵部
6143	257	桑柔	6	0	民有肅a[siəm]心	民有肅心	肅	a	siəm	
6144	257	桑柔	6	1	荓云不b[dyet]逮。（b= 物质合韵）	荓云不逮	不	b	dyet	b=物质合韵
6145	257	桑柔	6	0	好是稼c[shiət]穡	好是稼穡	稼	c	shiət	
6146	257	桑柔	6	1	力民代c[djiək]食。（职部）	力民代食	代	c	djiək	职部
6147	257	桑柔	6	0	稼穡維d[pu]寶	稼穡維寶	維	d	pu	
6148	257	桑柔	6	1	代食維d[xu]好。（幽部）	代食維好	維	d	xu	幽部
6149	257	桑柔	7	0	天降喪亂	天降喪亂				
6150	257	桑柔	7	1	滅我立a[hiuang]王。	滅我立王	立	a	hiuang	
6151	257	桑柔	7	0	降此蟊b[dzək]賊	降此蟊賊	蟊	b	dzək	
6152	257	桑柔	7	1	稼穡卒a[jiang]痒。	稼穡卒痒	卒	a	jiang	
6153	257	桑柔	7	0	哀恫中b[kuək]國	哀恫中國	中	b	kuək	
6154	257	桑柔	7	1	具贅卒a[xuang]荒。（a= 阳部）	具贅卒荒	卒	a	xuang	a=阳部
6155	257	桑柔	7	0	靡有旅b[liək]力	靡有旅力	旅	b	liək	
6156	257	桑柔	7	1	以念穹a[tsang]蒼。（b= 职部）	以念穹蒼	穹	a	tsang	b=职部
6157	257	桑柔	8	0	維此惠君	維此惠君				
6158	257	桑柔	8	1	民人所a[tjiam]瞻。	民人所瞻	所	a	tjiam	
6159	257	桑柔	8	0	秉心宣猶	秉心宣猶				
6160	257	桑柔	8	1	考慎其a[siang]相。	考慎其相	其	a	siang	
6161	257	桑柔	8	0	維彼不順	維彼不順				
6162	257	桑柔	8	1	自獨俾a[tzang]臧。	自獨俾臧	俾	a	tzang	
6163	257	桑柔	8	0	自有肺a[diang]腸	自有肺腸	肺	a	diang	
6164	257	桑柔	8	1	俾民卒a[giuang]狂。（谈阳合韵）	俾民卒狂	卒	a	giuang	谈阳合韵
6165	257	桑柔	9	0	瞻彼中a[liəm]林	瞻彼中林	中	a	liəm	
6166	257	桑柔	9	1	甡甡其b[lok]鹿。	甡甡其鹿	其	b	lok	
6167	257	桑柔	9	0	朋友已a[tzyəm]譖	朋友已譖	已	a	tzyəm	
6168	257	桑柔	9	1	不胥以b[kok]穀。（a= 侵部）	不胥以穀	以	b	kok	a=侵部
6169	257	桑柔	9	0	人亦有言	人亦有言				
6170	257	桑柔	9	1	進退維b[kok]谷。（屋部）	進退維谷	維	b	kok	屋部
6171	257	桑柔	10	0	維此聖人	維此聖人				
6172	257	桑柔	10	1	瞻言百a[liə]里。	瞻言百里	百	a	liə	
6173	257	桑柔	10	0	維彼愚人	維彼愚人				
6174	257	桑柔	10	1	覆狂以a[xiə]喜。	覆狂以喜	以	a	xiə	
6175	257	桑柔	10	0	匪言不能	匪言不能				
6176	257	桑柔	10	1	胡斯畏a[giə]忌。（之部）	胡斯畏忌	畏	a	giə	之部
6177	257	桑柔	11	0	維此良人	維此良人				
6178	257	桑柔	11	1	弗求弗a[dyuk]迪。	弗求弗迪	弗	a	dyuk	
6179	257	桑柔	11	0	維彼忍心	維彼忍心				
6180	257	桑柔	11	1	是顧是a[biuk]復。	是顧是復	是	a	biuk	
6181	257	桑柔	11	0	民之貪亂	民之貪亂				
6182	257	桑柔	11	1	寧為荼a[duk]毒。（觉部）	寧為荼毒	荼	a	duk	觉部
6183	257	桑柔	12	0	大風有隧	大風有隧				
6184	257	桑柔	12	1	有空大a[kok]谷。	有空大谷	大	a	kok	
6185	257	桑柔	12	0	維此良人	維此良人				
6186	257	桑柔	12	1	作為式a[kok]穀。	作為式穀	式	a	kok	
6187	257	桑柔	12	0	維彼不順	維彼不順				
6188	257	桑柔	12	1	征以中a[ko]垢。（屋侯通韵）	征以中垢	中	a	ko	屋侯通韵
6189	257	桑柔	13	0	大風有a[ziuət]隧	大風有隧	有	a	ziuət	
6190	257	桑柔	13	1	貪人敗a[liuət]類。	貪人敗類	敗	a	liuət	
6191	257	桑柔	13	0	聽言則a[tuət]對	聽言則對	則	a	tuət	
6192	257	桑柔	13	1	誦言如a[tziuət]醉。	誦言如醉	如	a	tziuət	
6193	257	桑柔	13	0	匪用其良	匪用其良				
6194	257	桑柔	13	1	覆俾我a[buət]悖。（屋部）	覆俾我悖	我	a	buət	屋部
6195	257	桑柔	14	0	嗟爾朋友	嗟爾朋友				
6196	257	桑柔	14	1	予豈不知而a[tzak]作。	予豈不知而作	而	a	tzak	
6197	257	桑柔	14	0	如彼飛蟲	如彼飛蟲				
6198	257	桑柔	14	1	時亦弋a[hoak]獲。	時亦弋獲	弋	a	hoak	
6199	257	桑柔	14	0	既之陰女	既之陰女				
6200	257	桑柔	14	1	反予來a[xeak]赫。（铎部）	反予來赫	來	a	xeak	铎部
6201	257	桑柔	15	0	民之罔a[giək]極	民之罔極	罔	a	giək	
6202	257	桑柔	15	1	職涼善a[puək]背。	職涼善背	善	a	puək	
6203	257	桑柔	15	0	為民不利	為民不利				
6204	257	桑柔	15	1	如云不a[khək]克。	如云不克	不	a	khək	
6205	257	桑柔	15	0	民之回遹	民之回遹				
6206	257	桑柔	15	1	職競用a[liək]力。（职部）	職競用力	用	a	liək	职部
6207	257	桑柔	16	0	民之未戾	民之未戾				
6208	257	桑柔	16	1	職盜為寇。	職盜為寇				
6209	257	桑柔	16	0	涼曰不a[khai]可	涼曰不可	不	a	khai	
6210	257	桑柔	16	1	覆背善a[liai]詈。	覆背善詈	善	a	liai	
6211	257	桑柔	16	0	雖曰匪予	雖曰匪予				
6212	257	桑柔	16	1	既作爾a[kai]歌。（歌部）	既作爾歌	爾	a	kai	歌部
6213	258	雲漢	1	0	倬彼雲漢	倬彼雲漢				
6214	258	雲漢	1	1	昭回于a[thyen]天。	昭回于天	于	a	thyen	
6215	258	雲漢	1	0	王曰於乎	王曰於乎				
6216	258	雲漢	1	1	何辜今之a[njien]人。	何辜今之人	之	a	njien	
6217	258	雲漢	1	0	天降喪亂	天降喪亂				
6218	258	雲漢	1	1	饑饉薦a[tzhen]臻。（真部）	饑饉薦臻	薦	a	tzhen	真部
6219	258	雲漢	1	0	靡神不舉	靡神不舉				
6220	258	雲漢	1	1	靡愛斯b[sheng]牲。	靡愛斯牲	斯	b	sheng	
6221	258	雲漢	1	0	圭璧既卒	圭璧既卒				
6222	258	雲漢	1	1	寧莫我b[thyeng]聽。（耕部）	寧莫我聽	我	b	thyeng	耕部
6223	258	雲漢	2	0	旱既大a[zjiəm]甚	旱既大甚	大	a	zjiəm	
6224	258	雲漢	2	1	蘊隆蟲a[diuəm]蟲。	蘊隆蟲蟲	蟲	a	diuəm	
6225	258	雲漢	2	0	不殄禋祀	不殄禋祀				
6226	258	雲漢	2	1	自郊徂a[kiuəm]宮。	自郊徂宮	徂	a	kiuəm	
6227	258	雲漢	2	0	上下尊瘞	上下尊瘞				
6228	258	雲漢	2	1	靡神不a[tzuəm]宗。	靡神不宗	不	a	tzuəm	
6229	258	雲漢	2	0	后稷不克	后稷不克				
6230	258	雲漢	2	1	上帝不a[liəm]臨。	上帝不臨	不	a	liəm	
6231	258	雲漢	2	0	耗斁下土	耗斁下土				
6232	258	雲漢	2	1	寧丁我a[kiuəm]躬。（侵部）	寧丁我躬	我	a	kiuəm	侵部
6233	258	雲漢	3	0	旱既大甚	旱既大甚				
6234	258	雲漢	3	1	則不可a[thuəi]推。	則不可推	可	a	thuəi	
6235	258	雲漢	3	0	兢兢業業	兢兢業業				
6236	258	雲漢	3	1	如霆如a[luəi]雷。	如霆如雷	如	a	luəi	
6237	258	雲漢	3	0	周餘黎民	周餘黎民				
6238	258	雲漢	3	1	靡有孑a[jiuəi]遺。	靡有孑遺	孑	a	jiuəi	
6239	258	雲漢	3	0	昊天上帝	昊天上帝				
6240	258	雲漢	3	1	則我不a[jiuəi]遺。	則我不遺	不	a	jiuəi	
6241	258	雲漢	3	0	胡不相a[iuəi]畏	胡不相畏	相	a	iuəi	
6242	258	雲漢	3	1	先祖于a[dzuəi]摧。（微部）	先祖于摧	于	a	dzuəi	微部
6243	258	雲漢	4	0	旱既大甚	旱既大甚				
6244	258	雲漢	4	1	則不可a[dzia]沮。	則不可沮	可	a	dzia	
6245	258	雲漢	4	0	赫赫炎炎	赫赫炎炎				
6246	258	雲漢	4	1	云我無a[shia]所。	云我無所	無	a	shia	
6247	258	雲漢	4	0	大命近止	大命近止				
6248	258	雲漢	4	1	靡瞻靡a[ka]顧。	靡瞻靡顧	靡	a	ka	
6249	258	雲漢	4	0	群公先正	群公先正				
6250	258	雲漢	4	1	則不我a[dzhia]助。	則不我助	我	a	dzhia	
6251	258	雲漢	4	0	父母先a[tza]祖	父母先祖	先	a	tza	
6252	258	雲漢	4	1	胡寧忍a[jia]予。（鱼部）	胡寧忍予	忍	a	jia	鱼部
6253	258	雲漢	5	0	旱既大甚	旱既大甚				
6254	258	雲漢	5	1	滌滌山a[thjyuən]川。	滌滌山川	山	a	thjyuən	
6255	258	雲漢	5	0	旱魃為虐	旱魃為虐				
6256	258	雲漢	5	1	如惔如a[biuən]焚。	如惔如焚	如	a	biuən	
6257	258	雲漢	5	0	我心憚暑	我心憚暑				
6258	258	雲漢	5	1	憂心如a[xiuən]熏。	憂心如熏	如	a	xiuən	
6259	258	雲漢	5	0	群公先正	群公先正				
6260	258	雲漢	5	1	則不我a[miuən]聞。	則不我聞	我	a	miuən	
6261	258	雲漢	5	0	昊天上帝	昊天上帝				
6262	258	雲漢	5	1	寧俾我a[duən]遯。（文部）	寧俾我遯	我	a	duən	文部
6263	258	雲漢	6	0	旱既大甚	旱既大甚				
6264	258	雲漢	6	1	黽勉畏a[khia]去。	黽勉畏去	畏	a	khia	
6265	258	雲漢	6	0	胡寧瘨我以旱	胡寧瘨我以旱				
6266	258	雲漢	6	1	憯不知其a[ka]故。	憯不知其故	其	a	ka	
6267	258	雲漢	6	0	祈年孔夙	祈年孔夙				
6268	258	雲漢	6	1	方社不a[mak]莫。	方社不莫	不	a	mak	
6269	258	雲漢	6	0	昊天上帝	昊天上帝				
6270	258	雲漢	6	1	則我不a[ngiua]虞。	則我不虞	不	a	ngiua	
6271	258	雲漢	6	0	敬恭明神	敬恭明神				
6272	258	雲漢	6	1	宜無悔a[na]怒。（鱼铎通韵）	宜無悔怒	悔	a	na	鱼铎通韵
6273	258	雲漢	7	0	旱既大甚	旱既大甚				
6274	258	雲漢	7	1	散無友a[kiə]紀。	散無友紀	友	a	kiə	
6275	258	雲漢	7	0	鞫哉庶止	鞫哉庶止				
6276	258	雲漢	7	1	疚哉冢a[tzə]宰。	疚哉冢宰	冢	a	tzə	
6277	258	雲漢	7	0	趣馬師氏	趣馬師氏				
6278	258	雲漢	7	1	膳夫左a[hiuə]右。	膳夫左右	左	a	hiuə	
6279	258	雲漢	7	0	靡人不周	靡人不周				
6280	258	雲漢	7	1	無不能a[tjiə]正。	無不能正	能	a	tjiə	
6281	258	雲漢	7	0	瞻卬昊天	瞻卬昊天				
6282	258	雲漢	7	1	云如何a[liə]里。（之部）	云如何里	何	a	liə	之部
6283	258	雲漢	8	0	瞻卬昊天	瞻卬昊天				
6284	258	雲漢	8	1	有嘒其a[syeng]星。	有嘒其星	其	a	syeng	
6285	258	雲漢	8	0	大夫君子	大夫君子				
6286	258	雲漢	8	1	昭假無a[jieng]贏。	昭假無贏	無	a	jieng	
6287	258	雲漢	8	0	大命近止	大命近止				
6288	258	雲漢	8	1	無棄爾a[zjieng]成。	無棄爾成	爾	a	zjieng	
6289	258	雲漢	8	0	何求為我	何求為我				
6290	258	雲漢	8	1	以戾庶a[tjieng]正。	以戾庶正	庶	a	tjieng	
6291	258	雲漢	8	0	瞻卬昊天	瞻卬昊天				
6292	258	雲漢	8	1	曷惠其a[nyeng]寧。（耕部）	曷惠其寧	其	a	nyeng	耕部
6293	259	崧高	1	0	崧高維嶽	崧高維嶽				
6294	259	崧高	1	1	駿極于a[thyen]天。	駿極于天	于	a	thyen	
6295	259	崧高	1	0	維嶽降a[djien]神	維嶽降神	降	a	djien	
6296	259	崧高	1	1	生甫及a[sjien]申。（真部）	生甫及申	及	a	sjien	真部
6297	259	崧高	1	0	維申及甫	維申及甫				
6298	259	崧高	1	1	維周之b[han]翰。	維周之翰	之	b	han	
6299	259	崧高	1	0	四國于b[biuan]蕃	四國于蕃	于	b	biuan	
6300	259	崧高	1	1	四方于b[siuan]宣。（元部）	四方于宣	于	b	siuan	元部
6301	259	崧高	2	0	亹亹申伯	亹亹申伯				
6302	259	崧高	2	1	王纘之a[dzhiə]事。	王纘之事	之	a	dzhiə	
6303	259	崧高	2	0	于邑于謝	于邑于謝				
6304	259	崧高	2	1	南國是a[sjiək]式。（之职通韵）	南國是式	是	a	sjiək	之职通韵
6305	259	崧高	2	0	王命召b[peak]伯	王命召伯	召	b	peak	
6306	259	崧高	2	1	定申伯之b[deak]宅。（铎部）	定申伯之宅	之	b	deak	铎部
6307	259	崧高	2	0	登是南c[peong]邦	登是南邦	南	c	peong	
6308	259	崧高	2	1	世執其c[kong]功。（东部）	世執其功	其	c	kong	东部
6309	259	崧高	3	0	王命申伯	王命申伯				
6310	259	崧高	3	1	式是南a[peong]邦。	式是南邦	南	a	peong	
6311	259	崧高	3	0	因是謝人	因是謝人				
6312	259	崧高	3	1	以作爾a[jiong]庸。（东部）	以作爾庸	爾	a	jiong	东部
6313	259	崧高	3	0	王命召伯	王命召伯				
6314	259	崧高	3	1	徹申伯土b[dyen]田。	徹申伯土田	土	b	dyen	
